,nodeA,nodeB,weight
16220,Bill de Blasio,Daisy Taberas,1
16221,Bill de Blasio,Taberas,1
16222,Bill de Blasio,Jona Rechnitz,1
16223,Assemblywoman Nicole Malliotakis,De Blasio,2
16224,Assemblywoman Nicole Malliotakis,Bernie Sanders,1
16225,Assemblywoman Nicole Malliotakis,Donald Trump,1
16226,Assemblywoman Nicole Malliotakis,Daisy Taberas,1
16227,Assemblywoman Nicole Malliotakis,Taberas,1
16228,Assemblywoman Nicole Malliotakis,Jona Rechnitz,1
16229,Bernie Sanders,De Blasio,2
16230,De Blasio,Donald Trump,2
16231,Daisy Taberas,De Blasio,2
16232,De Blasio,Taberas,2
16233,De Blasio,De Blasio,1
16234,De Blasio,Jona Rechnitz,2
16235,Bernie Sanders,Daisy Taberas,1
16236,Bernie Sanders,Taberas,1
16237,Bernie Sanders,Jona Rechnitz,1
16238,Daisy Taberas,Donald Trump,1
16239,Donald Trump,Taberas,1
16240,Donald Trump,Jona Rechnitz,1
16241,Daisy Taberas,Taberas,1
16242,Daisy Taberas,Jona Rechnitz,1
16243,Jona Rechnitz,Taberas,1
16244,Ryabkov,Sergei Ryabkov,1
16245,Sergei Ryabkov,Vladimir Putin,1
16246,Donald Trump,Sergei Ryabkov,1
16247,Putin,Sergei Ryabkov,1
16248,Sergei Ryabkov,Trump,1
16249,Ryabkov,Vladimir Putin,1
16250,Donald Trump,Ryabkov,1
16251,Putin,Ryabkov,1
16252,Ryabkov,Trump,1
16253,Diamond S Shipping,Wilbur Ross,2
16254,Vladimir Putin,Wilbur Ross,4
16255,Navigator,Wilbur Ross,2
16256,Appleby,Wilbur Ross,5
16257,Queen Elizabeth,Wilbur Ross,3
16258,Glencore,Wilbur Ross,3
16259,Sibur,Wilbur Ross,14
16260,Putin,Wilbur Ross,6
16261,Kirill Shamalov,Wilbur Ross,3
16262,Gennady Timchenko,Wilbur Ross,3
16263,Diamond S Shipping,Ross,18
16264,Diamond S Shipping,Vladimir Putin,2
16265,Diamond S Shipping,Navigator,2
16266,Appleby,Diamond S Shipping,2
16267,Diamond S Shipping,Queen Elizabeth,2
16268,Diamond S Shipping,Glencore,2
16269,Diamond S Shipping,Donald Trump,2
16270,Diamond S Shipping,Diamond S Shipping,1
16271,Diamond S Shipping,Sibur,2
16272,Diamond S Shipping,Putin,4
16273,Diamond S Shipping,Kirill Shamalov,2
16274,Diamond S Shipping,Gennady Timchenko,2
16275,Ross,Vladimir Putin,27
16276,Navigator,Ross,11
16277,Appleby,Ross,61
16278,Queen Elizabeth,Ross,22
16279,Glencore,Ross,22
16280,Ross,Sibur,59
16281,Putin,Ross,48
16282,Kirill Shamalov,Ross,24
16283,Gennady Timchenko,Ross,24
16284,Navigator,Vladimir Putin,2
16285,Appleby,Vladimir Putin,5
16286,Queen Elizabeth,Vladimir Putin,2
16287,Glencore,Vladimir Putin,2
16288,Sibur,Vladimir Putin,14
16289,Kirill Shamalov,Vladimir Putin,3
16290,Gennady Timchenko,Vladimir Putin,3
16291,Appleby,Navigator,1
16292,Navigator,Queen Elizabeth,1
16293,Glencore,Navigator,1
16294,Donald Trump,Navigator,1
16295,Navigator,Sibur,10
16296,Navigator,Putin,4
16297,Kirill Shamalov,Navigator,2
16298,Gennady Timchenko,Navigator,2
16299,Appleby,Queen Elizabeth,5
16300,Appleby,Glencore,5
16301,Appleby,Donald Trump,5
16302,Appleby,Sibur,9
16303,Appleby,Putin,10
16304,Appleby,Kirill Shamalov,5
16305,Appleby,Gennady Timchenko,5
16306,Glencore,Queen Elizabeth,3
16307,Queen Elizabeth,Sibur,3
16308,Putin,Queen Elizabeth,4
16309,Kirill Shamalov,Queen Elizabeth,2
16310,Gennady Timchenko,Queen Elizabeth,2
16311,Donald Trump,Glencore,2
16312,Glencore,Sibur,3
16313,Glencore,Putin,4
16314,Glencore,Kirill Shamalov,2
16315,Gennady Timchenko,Glencore,2
16316,Donald Trump,Sibur,3
16317,Donald Trump,Kirill Shamalov,2
16318,Donald Trump,Gennady Timchenko,2
16319,Putin,Sibur,24
16320,Kirill Shamalov,Sibur,12
16321,Gennady Timchenko,Sibur,12
16322,Kirill Shamalov,Putin,6
16323,Gennady Timchenko,Putin,6
16324,Gennady Timchenko,Kirill Shamalov,3
16325,Barack Obama,Sara Gideon,1
16326,Sara Gideon,Susan Collins,1
16327,Donald Trump,Paul LePage,1
16328,Donald Trump,LePage,1
16329,Donald Trump,Sara Gideon,1
16330,Paul LePage,Sara Gideon,1
16331,LePage,Sara Gideon,1
16332,Donald Trump,Joe Donnelly,1
16333,Joe Donnelly,Ted Cruz,1
16334,Joe Donnelly,Rand Paul,1
16335,Chris Collins,Joe Donnelly,1
16336,Joe Donnelly,Kevin Brady,1
16337,Brady,Joe Donnelly,3
16338,Rand Paul,Ted Cruz,1
16339,Chris Collins,Ted Cruz,1
16340,Kevin Brady,Ted Cruz,1
16341,Brady,Ted Cruz,3
16342,Chris Collins,Rand Paul,1
16343,Kevin Brady,Rand Paul,2
16344,Brady,Rand Paul,6
16345,Chris Collins,Kevin Brady,1
16346,Brady,Chris Collins,3
16347,Desiree Fairooz,Jeff Sessions,1
16348,Fairooz,Jeff Sessions,6
16349,Code Pink,Jeff Sessions,1
16350,Jeff Sessions,Robert Morin,1
16351,Jeff Sessions,Samuel Bogash,1
16352,Desiree Fairooz,Fairooz,6
16353,Code Pink,Desiree Fairooz,1
16354,Desiree Fairooz,Robert Morin,1
16355,Desiree Fairooz,Samuel Bogash,1
16356,Code Pink,Fairooz,6
16357,Fairooz,Fairooz,15
16358,Fairooz,Robert Morin,6
16359,Fairooz,Samuel Bogash,6
16360,Code Pink,Robert Morin,1
16361,Code Pink,Samuel Bogash,1
16362,Robert Morin,Samuel Bogash,1
16363,Donald Trump,dense fog prevented,1
16364,DMZ,Donald Trump,2
16365,Trump,dense fog prevented,1
16366,DMZ,Trump,1
16367,Xi Jinping,dense fog prevented,1
16368,DMZ,Xi Jinping,1
16369,DMZ,dense fog prevented,1
16370,Xi,dense fog prevented,1
16371,DMZ,Xi,1
16372,Donald Trump,Moon Jae-in,1
16373,DMZ,Moon Jae-in,1
16374,Moon,Moon Jae-in,2
16375,Donald Trump,Moon,2
16376,DMZ,Moon,2
16377,Moon,Moon,1
16378,Chris Van Hollen,Donald Trump,2
16379,Donald Trump,Theodore Roosevelt,1
16380,Chris Van Hollen,Pat Toomey,2
16381,Pat Toomey,Xi Jinping,1
16382,Pat Toomey,Van Hollen,1
16383,Pat Toomey,Theodore Roosevelt,1
16384,Chris Van Hollen,Xi Jinping,1
16385,Chris Van Hollen,Trump,1
16386,Chris Van Hollen,Van Hollen,1
16387,Chris Van Hollen,Theodore Roosevelt,1
16388,Van Hollen,Xi Jinping,1
16389,Theodore Roosevelt,Xi Jinping,1
16390,Trump,Van Hollen,1
16391,Theodore Roosevelt,Trump,1
16392,Theodore Roosevelt,Van Hollen,1
16393,Dana Boente,Robert Mueller,2
16394,Dana Boente,Donald Trump,2
16395,Dana Boente,Paul Manafort,2
16396,Dana Boente,Rick Gates,2
16397,Dana Boente,George Papadopoulos,2
16398,Chris Coons,Dana Boente,2
16399,Dana Boente,Jeff Sessions,2
16400,Dana Boente,Rod Rosenstein,2
16401,Boente,Dana Boente,6
16402,Dana Boente,Dana Boente,1
16403,Dana Boente,Trump,4
16404,Dana Boente,Hillary Clinton,2
16405,Dana Boente,Sally Yates,2
16406,Dana Boente,John Demers,2
16407,Dana Boente,Michael Flynn,2
16408,Chris Coons,Robert Mueller,1
16409,Boente,Robert Mueller,3
16410,John Demers,Robert Mueller,1
16411,Boente,Donald Trump,3
16412,Donald Trump,John Demers,1
16413,Chris Coons,Paul Manafort,1
16414,Boente,Paul Manafort,3
16415,Paul Manafort,Sally Yates,1
16416,John Demers,Paul Manafort,1
16417,George Papadopoulos,Rick Gates,11
16418,Chris Coons,Rick Gates,1
16419,Jeff Sessions,Rick Gates,2
16420,Rick Gates,Rod Rosenstein,2
16421,Boente,Rick Gates,3
16422,Rick Gates,Sally Yates,1
16423,John Demers,Rick Gates,1
16424,Chris Coons,George Papadopoulos,1
16425,George Papadopoulos,Rod Rosenstein,2
16426,Boente,George Papadopoulos,3
16427,George Papadopoulos,Sally Yates,1
16428,George Papadopoulos,John Demers,1
16429,Chris Coons,Jeff Sessions,1
16430,Chris Coons,Rod Rosenstein,1
16431,Boente,Chris Coons,3
16432,Chris Coons,Hillary Clinton,2
16433,Chris Coons,Sally Yates,1
16434,Chris Coons,John Demers,1
16435,Chris Coons,Michael Flynn,1
16436,Boente,Jeff Sessions,3
16437,Jeff Sessions,Sally Yates,1
16438,Jeff Sessions,John Demers,1
16439,Jeff Sessions,Michael Flynn,2
16440,Boente,Rod Rosenstein,3
16441,Rod Rosenstein,Sally Yates,1
16442,John Demers,Rod Rosenstein,1
16443,Boente,Trump,6
16444,Boente,Hillary Clinton,3
16445,Boente,Sally Yates,3
16446,Boente,Boente,3
16447,Boente,John Demers,3
16448,Boente,Michael Flynn,3
16449,John Demers,Trump,2
16450,Hillary Clinton,Sally Yates,1
16451,Hillary Clinton,John Demers,1
16452,John Demers,Sally Yates,1
16453,John Demers,Michael Flynn,1
16454,Kim Davis,Mat Staver,1
16455,Davis,Kim Davis,8
16456,Kim Davis,Staver,1
16457,Kim Davis,Mike Huckabee,1
16458,Kim Davis,Ted Cruz,1
16459,Jean Bailey,Kim Davis,1
16460,Davis,Mat Staver,8
16461,Mat Staver,Staver,1
16462,Mat Staver,Mike Huckabee,1
16463,Mat Staver,Ted Cruz,1
16464,Jean Bailey,Mat Staver,1
16465,Davis,Staver,8
16466,Davis,Mike Huckabee,8
16467,Davis,Ted Cruz,8
16468,Davis,Jean Bailey,8
16469,Mike Huckabee,Staver,1
16470,Staver,Ted Cruz,1
16471,Jean Bailey,Staver,1
16472,Mike Huckabee,Ted Cruz,1
16473,Jean Bailey,Mike Huckabee,1
16474,Jean Bailey,Ted Cruz,1
16475,Kirstjen Nielsen,Tom Ridge,1
16476,Kirstjen Nielsen,Michael Chertoff,1
16477,Kirstjen Nielsen,Nielson,1
16478,Keith Alexander,Kirstjen Nielsen,1
16479,Charles E. Allen,Kirstjen Nielsen,1
16480,James M. Loy,Kirstjen Nielsen,1
16481,John McLaughlin,Kirstjen Nielsen,1
16482,Jane Holl Lute,Kirstjen Nielsen,1
16483,Barack Obama,Kirstjen Nielsen,1
16484,George W. Bush’s,Kirstjen Nielsen,1
16485,Michael Chertoff,Tom Ridge,1
16486,George W. Bush,Tom Ridge,1
16487,Nielson,Tom Ridge,1
16488,Keith Alexander,Tom Ridge,1
16489,Charles E. Allen,Tom Ridge,1
16490,James M. Loy,Tom Ridge,1
16491,John McLaughlin,Tom Ridge,1
16492,Jane Holl Lute,Tom Ridge,1
16493,Barack Obama,Tom Ridge,1
16494,Nielsen,Tom Ridge,1
16495,George W. Bush’s,Tom Ridge,1
16496,John Kelly,Tom Ridge,1
16497,Kelly,Tom Ridge,1
16498,George W. Bush,Michael Chertoff,1
16499,Michael Chertoff,Nielson,1
16500,Keith Alexander,Michael Chertoff,1
16501,Charles E. Allen,Michael Chertoff,1
16502,James M. Loy,Michael Chertoff,1
16503,John McLaughlin,Michael Chertoff,1
16504,Jane Holl Lute,Michael Chertoff,1
16505,Barack Obama,Michael Chertoff,1
16506,Michael Chertoff,Nielsen,1
16507,George W. Bush’s,Michael Chertoff,1
16508,John Kelly,Michael Chertoff,1
16509,Kelly,Michael Chertoff,1
16510,George W. Bush,Nielson,1
16511,George W. Bush,Keith Alexander,1
16512,Charles E. Allen,George W. Bush,1
16513,George W. Bush,James M. Loy,1
16514,George W. Bush,John McLaughlin,1
16515,George W. Bush,Jane Holl Lute,1
16516,George W. Bush,George W. Bush’s,1
16517,Keith Alexander,Nielson,1
16518,Charles E. Allen,Nielson,1
16519,James M. Loy,Nielson,1
16520,John McLaughlin,Nielson,1
16521,Jane Holl Lute,Nielson,1
16522,Barack Obama,Nielson,1
16523,Nielsen,Nielson,1
16524,George W. Bush’s,Nielson,1
16525,John Kelly,Nielson,1
16526,Kelly,Nielson,1
16527,Charles E. Allen,Keith Alexander,1
16528,James M. Loy,Keith Alexander,1
16529,John McLaughlin,Keith Alexander,1
16530,Jane Holl Lute,Keith Alexander,1
16531,Barack Obama,Keith Alexander,1
16532,Keith Alexander,Nielsen,1
16533,George W. Bush’s,Keith Alexander,1
16534,John Kelly,Keith Alexander,1
16535,Keith Alexander,Kelly,1
16536,Charles E. Allen,James M. Loy,1
16537,Charles E. Allen,John McLaughlin,1
16538,Charles E. Allen,Jane Holl Lute,1
16539,Barack Obama,Charles E. Allen,1
16540,Charles E. Allen,Nielsen,1
16541,Charles E. Allen,George W. Bush’s,1
16542,Charles E. Allen,John Kelly,1
16543,Charles E. Allen,Kelly,1
16544,James M. Loy,John McLaughlin,1
16545,James M. Loy,Jane Holl Lute,1
16546,Barack Obama,James M. Loy,1
16547,James M. Loy,Nielsen,1
16548,George W. Bush’s,James M. Loy,1
16549,James M. Loy,John Kelly,1
16550,James M. Loy,Kelly,1
16551,Jane Holl Lute,John McLaughlin,1
16552,Barack Obama,John McLaughlin,1
16553,John McLaughlin,Nielsen,1
16554,George W. Bush’s,John McLaughlin,1
16555,John Kelly,John McLaughlin,1
16556,John McLaughlin,Kelly,1
16557,Barack Obama,Jane Holl Lute,1
16558,Jane Holl Lute,Nielsen,1
16559,George W. Bush’s,Jane Holl Lute,1
16560,Jane Holl Lute,John Kelly,1
16561,Jane Holl Lute,Kelly,1
16562,Barack Obama,Nielsen,1
16563,Barack Obama,George W. Bush’s,1
16564,George W. Bush’s,Nielsen,1
16565,George W. Bush’s,John Kelly,1
16566,George W. Bush’s,Kelly,1
16567,McConnell,Rand Paul,1
16568,Donald Trump,Joe Lockhart,1
16569,Barack Obama,Joe Lockhart,1
16570,Joe Lockhart,Lockhart,1
16571,Donald Trump,Lockhart,1
16572,Barack Obama,Lockhart,1
16573,Elijah Cummings,Trey Gowdy,1
16574,Elijah Cummings,Mueller,2
16575,Elijah Cummings,Trump,2
16576,Elijah Cummings,Ron DeSantis,1
16577,Mueller,Trey Gowdy,2
16578,Mueller,Ron DeSantis,2
16579,Jeff Sessions,John Conyers,1
16580,John Conyers,Robert Mueller,1
16581,George Papadopoulos,John Conyers,1
16582,Hua Chunying,Kim Jong Un,5
16583,Kim Jong Un,Kim Jong Un,2
16584,Donald Trump,James Thurber,1
16585,Donald Trump,Stan Veuger,1
16586,Donald Trump,Veuger,1
16587,James Thurber,Trump,3
16588,Stan Veuger,Trump,3
16589,Trump,Veuger,3
16590,Neil Bradley,Trump,3
16591,James Thurber,Obama,1
16592,Obama,Stan Veuger,1
16593,Obama,Veuger,1
16594,Neil Bradley,Obama,1
16595,Barack Obama,James Thurber,1
16596,James Thurber,Stan Veuger,1
16597,James Thurber,Veuger,1
16598,James Thurber,Ryan Zinke,1
16599,James Thurber,Neil Bradley,1
16600,Barack Obama,Stan Veuger,1
16601,Barack Obama,Veuger,1
16602,Barack Obama,Ryan Zinke,1
16603,Stan Veuger,Veuger,1
16604,Ryan Zinke,Stan Veuger,1
16605,Neil Bradley,Stan Veuger,1
16606,Ryan Zinke,Veuger,1
16607,Neil Bradley,Veuger,1
16608,Neil Bradley,Ryan Zinke,1
16609,Donald Trump,the Ronald Reagan,1
16610,Donald Trump,the Theodore Roosevelt,1
16611,Donald Trump,Kitty Hawk,1
16612,Donald Trump,Tim Huxley,1
16613,Donald Trump,Huxley,1
16614,Donald Trump,Kenneth McKenzie Jr,1
16615,the Ronald Reagan,the Theodore Roosevelt,1
16616,Reagan,the Ronald Reagan,1
16617,Kim Jong Un,the Ronald Reagan,1
16618,Kim,the Ronald Reagan,1
16619,Kitty Hawk,the Ronald Reagan,1
16620,Trump,the Ronald Reagan,1
16621,Tim Huxley,the Ronald Reagan,1
16622,Huxley,the Ronald Reagan,1
16623,Kenneth McKenzie Jr,the Ronald Reagan,1
16624,Hua Chunying,the Ronald Reagan,1
16625,Hua,the Ronald Reagan,1
16626,Jim Mattis,the Ronald Reagan,1
16627,Reagan,the Theodore Roosevelt,1
16628,Kim Jong Un,the Theodore Roosevelt,1
16629,Kim,the Theodore Roosevelt,1
16630,Kitty Hawk,the Theodore Roosevelt,1
16631,Trump,the Theodore Roosevelt,1
16632,Tim Huxley,the Theodore Roosevelt,1
16633,Huxley,the Theodore Roosevelt,1
16634,Kenneth McKenzie Jr,the Theodore Roosevelt,1
16635,Hua Chunying,the Theodore Roosevelt,1
16636,Hua,the Theodore Roosevelt,1
16637,Jim Mattis,the Theodore Roosevelt,1
16638,Kim Jong Un,Reagan,1
16639,Kim,Reagan,1
16640,Kitty Hawk,Reagan,1
16641,Reagan,Trump,1
16642,Reagan,Tim Huxley,1
16643,Huxley,Reagan,1
16644,Kenneth McKenzie Jr,Reagan,1
16645,Hua Chunying,Reagan,1
16646,Hua,Reagan,1
16647,Jim Mattis,Reagan,1
16648,Kim Jong Un,Kitty Hawk,1
16649,Kim Jong Un,Tim Huxley,1
16650,Huxley,Kim Jong Un,1
16651,Kenneth McKenzie Jr,Kim Jong Un,1
16652,Hua,Kim Jong Un,1
16653,Jim Mattis,Kim Jong Un,2
16654,Kim,Kitty Hawk,1
16655,Kim,Tim Huxley,1
16656,Huxley,Kim,1
16657,Kenneth McKenzie Jr,Kim,1
16658,Hua Chunying,Kim,1
16659,Hua,Kim,1
16660,Jim Mattis,Kim,1
16661,Kitty Hawk,Trump,1
16662,Kitty Hawk,Tim Huxley,1
16663,Huxley,Kitty Hawk,1
16664,Kenneth McKenzie Jr,Kitty Hawk,1
16665,Hua Chunying,Kitty Hawk,1
16666,Hua,Kitty Hawk,1
16667,Jim Mattis,Kitty Hawk,1
16668,Tim Huxley,Trump,1
16669,Huxley,Trump,1
16670,Kenneth McKenzie Jr,Trump,1
16671,Huxley,Tim Huxley,1
16672,Kenneth McKenzie Jr,Tim Huxley,1
16673,Hua Chunying,Tim Huxley,1
16674,Hua,Tim Huxley,1
16675,Jim Mattis,Tim Huxley,1
16676,Huxley,Kenneth McKenzie Jr,1
16677,Hua Chunying,Huxley,1
16678,Hua,Huxley,1
16679,Huxley,Jim Mattis,1
16680,Hua Chunying,Kenneth McKenzie Jr,1
16681,Hua,Kenneth McKenzie Jr,1
16682,Jim Mattis,Kenneth McKenzie Jr,1
16683,Hua Chunying,Jim Mattis,1
16684,Hua,Jim Mattis,1
16685,Arkady Dvorkovich,Donald Trump,1
16686,Donald Trump,Dvorkovich,1
16687,Donald Trump,Hope Hicks,1
16688,Arkady Dvorkovich,Dvorkovich,1
16689,Arkady Dvorkovich,Jeff Sessions,1
16690,Arkady Dvorkovich,Hope Hicks,1
16691,Arkady Dvorkovich,Corey Lewandowski,1
16692,Arkady Dvorkovich,Page,3
16693,Arkady Dvorkovich,Robert Mueller,1
16694,Arkady Dvorkovich,Paul Manafort,1
16695,Arkady Dvorkovich,Rick Gates,1
16696,Arkady Dvorkovich,Mueller,1
16697,Dvorkovich,Jeff Sessions,1
16698,Dvorkovich,Hope Hicks,1
16699,Corey Lewandowski,Dvorkovich,1
16700,Dvorkovich,Page,3
16701,Dvorkovich,Robert Mueller,1
16702,Dvorkovich,Paul Manafort,1
16703,Dvorkovich,Rick Gates,1
16704,Dvorkovich,Mueller,1
16705,Hope Hicks,Jeff Sessions,1
16706,Corey Lewandowski,Jeff Sessions,1
16707,Jeff Sessions,Page,3
16708,Corey Lewandowski,Hope Hicks,1
16709,Hope Hicks,Page,3
16710,Hope Hicks,Robert Mueller,1
16711,Hope Hicks,Paul Manafort,1
16712,Hope Hicks,Rick Gates,1
16713,Hope Hicks,Mueller,1
16714,Corey Lewandowski,Page,3
16715,Corey Lewandowski,Robert Mueller,1
16716,Corey Lewandowski,Paul Manafort,1
16717,Corey Lewandowski,Rick Gates,1
16718,Corey Lewandowski,Mueller,1
16719,Page,Paul Manafort,3
16720,Page,Rick Gates,3
16721,Bill Pascrell,Kevin Brady,1
16722,Kevin Brady,Ronald Reagan,3
16723,Bill Pascrell,Brady,3
16724,Brady,Ronald Reagan,6
16725,Bill Pascrell,Ronald Reagan,1
16726,The Paradise Papers,Wilbur Ross,1
16727,Mossack Fonseca,Wilbur Ross,1
16728,Richard Blumenthal,Wilbur Ross,1
16729,Blumenthal,Wilbur Ross,2
16730,Frederick Hill,Wilbur Ross,1
16731,Maria Cantwell,Wilbur Ross,1
16732,The Paradise Papers,Vladimir Putin,1
16733,Mossack Fonseca,Vladimir Putin,1
16734,Richard Blumenthal,Vladimir Putin,1
16735,Blumenthal,Vladimir Putin,2
16736,Frederick Hill,Vladimir Putin,1
16737,Maria Cantwell,Vladimir Putin,1
16738,Ross,The Paradise Papers,13
16739,Mossack Fonseca,Ross,13
16740,Richard Blumenthal,Ross,13
16741,Blumenthal,Ross,26
16742,Frederick Hill,Ross,13
16743,Maria Cantwell,Ross,13
16744,Donald Trump,The Paradise Papers,1
16745,Donald Trump,Mossack Fonseca,1
16746,Donald Trump,Richard Blumenthal,1
16747,Blumenthal,Donald Trump,2
16748,Donald Trump,Frederick Hill,1
16749,Sibur,Sibur,38
16750,Sibur,The Paradise Papers,2
16751,Mossack Fonseca,Sibur,2
16752,Richard Blumenthal,Sibur,2
16753,Blumenthal,Sibur,4
16754,Frederick Hill,Sibur,2
16755,Maria Cantwell,Sibur,2
16756,Putin,The Paradise Papers,2
16757,Mossack Fonseca,Putin,2
16758,Putin,Richard Blumenthal,2
16759,Blumenthal,Putin,4
16760,Frederick Hill,Putin,2
16761,Maria Cantwell,Putin,2
16762,Kirill Shamalov,The Paradise Papers,1
16763,Kirill Shamalov,Mossack Fonseca,1
16764,Kirill Shamalov,Richard Blumenthal,1
16765,Blumenthal,Kirill Shamalov,2
16766,Frederick Hill,Kirill Shamalov,1
16767,Kirill Shamalov,Maria Cantwell,1
16768,Gennady Timchenko,The Paradise Papers,1
16769,Gennady Timchenko,Mossack Fonseca,1
16770,Gennady Timchenko,Richard Blumenthal,1
16771,Blumenthal,Gennady Timchenko,2
16772,Frederick Hill,Gennady Timchenko,1
16773,Gennady Timchenko,Maria Cantwell,1
16774,Appleby,The Paradise Papers,4
16775,Appleby,Mossack Fonseca,4
16776,Appleby,Richard Blumenthal,4
16777,Appleby,Blumenthal,8
16778,Appleby,Frederick Hill,4
16779,Appleby,Maria Cantwell,4
16780,Appleby,Appleby,6
16781,Queen Elizabeth,The Paradise Papers,1
16782,Mossack Fonseca,Queen Elizabeth,1
16783,Queen Elizabeth,Richard Blumenthal,1
16784,Blumenthal,Queen Elizabeth,2
16785,Frederick Hill,Queen Elizabeth,1
16786,Maria Cantwell,Queen Elizabeth,1
16787,Glencore,The Paradise Papers,1
16788,Glencore,Mossack Fonseca,1
16789,Glencore,Richard Blumenthal,1
16790,Blumenthal,Glencore,2
16791,Frederick Hill,Glencore,1
16792,Glencore,Maria Cantwell,1
16793,Mossack Fonseca,The Paradise Papers,1
16794,Richard Blumenthal,The Paradise Papers,1
16795,Blumenthal,The Paradise Papers,2
16796,Frederick Hill,The Paradise Papers,1
16797,Maria Cantwell,The Paradise Papers,1
16798,Mossack Fonseca,Richard Blumenthal,1
16799,Blumenthal,Mossack Fonseca,2
16800,Frederick Hill,Mossack Fonseca,1
16801,Maria Cantwell,Mossack Fonseca,1
16802,Blumenthal,Richard Blumenthal,2
16803,Frederick Hill,Richard Blumenthal,1
16804,Maria Cantwell,Richard Blumenthal,1
16805,Blumenthal,Blumenthal,1
16806,Blumenthal,Frederick Hill,2
16807,Blumenthal,Maria Cantwell,2
16808,Frederick Hill,Maria Cantwell,1
16809,Gordon,Jeff Sessions,1
16810,Donald Trump,Gordon,1
16811,J.D. Gordon,Vladimir Putin,1
16812,Gordon,Vladimir Putin,1
16813,Gordon,Robert Mueller,1
16814,George Papadopoulos,Putin,11
16815,George Papadopoulos,Gordon,1
16816,J.D. Gordon,Putin,2
16817,Papadopoulos,Putin,76
16818,Gordon,Putin,2
16819,Gordon,Papadopoulos,2
16820,Jackson,Richard Gates,4
16821,Donald Trump,Thornberry,1
16822,John McCain,Mac Thornberry,1
16823,John McCain,Thornberry,1
16824,Mac Thornberry,McCain,2
16825,Mac Thornberry,Thornberry,1
16826,McCain,Thornberry,2
16827,Donald Trump,Scott Pruitt,2
16828,Donald Trump,Juliana v. U.S.,1
16829,Donald Trump,Meg Ward,1
16830,Donald Trump,Juliana,1
16831,Rick Perry,Scott Pruitt,1
16832,Juliana v. U.S.,Rick Perry,1
16833,Rick Perry,Trump,1
16834,Meg Ward,Rick Perry,1
16835,Juliana,Rick Perry,1
16836,Barack Obama,Scott Pruitt,2
16837,Perry,Scott Pruitt,1
16838,Juliana v. U.S.,Scott Pruitt,1
16839,Scott Pruitt,Trump,3
16840,Meg Ward,Scott Pruitt,1
16841,Juliana,Scott Pruitt,1
16842,Barack Obama,Juliana v. U.S.,1
16843,Barack Obama,Meg Ward,1
16844,Barack Obama,Juliana,1
16845,Juliana v. U.S.,Perry,1
16846,Perry,Trump,1
16847,Meg Ward,Perry,1
16848,Juliana,Perry,1
16849,Juliana v. U.S.,Trump,1
16850,Juliana v. U.S.,Meg Ward,1
16851,Juliana,Juliana v. U.S.,1
16852,Meg Ward,Trump,1
16853,Juliana,Trump,1
16854,Juliana,Meg Ward,1
16855,Abe,Donald Trump,23
16856,Donald Trump,Taro Aso,1
16857,Donald Trump,Emperor Akihito,1
16858,Abe,Shinzo Abe,23
16859,Kim Jong Un,Shinzo Abe,3
16860,Hua Chunying,Shinzo Abe,2
16861,Mike Pence,Shinzo Abe,1
16862,Shinzo Abe,Taro Aso,1
16863,Emperor Akihito,Shinzo Abe,1
16864,Sarah Sanders,Shinzo Abe,1
16865,Abe,Abe,73
16866,Abe,Trump,57
16867,Abe,Kim Jong Un,22
16868,Abe,Hua Chunying,10
16869,Abe,Mike Pence,10
16870,Abe,Taro Aso,10
16871,Abe,Emperor Akihito,10
16872,Abe,Sarah Sanders,10
16873,Taro Aso,Trump,2
16874,Emperor Akihito,Trump,2
16875,Kim Jong Un,Mike Pence,2
16876,Kim Jong Un,Taro Aso,2
16877,Emperor Akihito,Kim Jong Un,2
16878,Kim Jong Un,Sarah Sanders,2
16879,Hua Chunying,Mike Pence,1
16880,Hua Chunying,Taro Aso,1
16881,Emperor Akihito,Hua Chunying,1
16882,Hua Chunying,Sarah Sanders,1
16883,Mike Pence,Taro Aso,1
16884,Emperor Akihito,Mike Pence,1
16885,Emperor Akihito,Taro Aso,1
16886,Sarah Sanders,Taro Aso,1
16887,Emperor Akihito,Sarah Sanders,1
16888,Donald Trump Jr,Donald Trump Jr.,6
16889,Donald Trump Jr.,Sergei Magnitsky,4
16890,Donald Trump Jr.,Had,2
16891,Alan Futerfas,Bloomberg,2
16892,Bloomberg,Donald Trump Jr,4
16893,Bloomberg,Sergei Magnitsky,2
16894,Bloomberg,Had,2
16895,Alan Futerfas,Natalia Veselnitskaya,1
16896,Alan Futerfas,Donald Trump Jr,2
16897,Alan Futerfas,Veselnitskaya,3
16898,Alan Futerfas,Sergei Magnitsky,1
16899,Alan Futerfas,Had,1
16900,Donald Trump Jr,Natalia Veselnitskaya,4
16901,Natalia Veselnitskaya,Sergei Magnitsky,3
16902,Had,Natalia Veselnitskaya,1
16903,Donald Trump Jr,Veselnitskaya,14
16904,Donald Trump Jr,Sergei Magnitsky,4
16905,Donald Trump Jr,Donald Trump Jr,1
16906,Donald Trump Jr,Trump Jr.,6
16907,Donald Trump Jr,Had,2
16908,Sergei Magnitsky,Veselnitskaya,11
16909,Had,Veselnitskaya,3
16910,Sergei Magnitsky,Trump Jr.,5
16911,Had,Sergei Magnitsky,1
16912,Had,Trump Jr.,1
16913,NEW YORK,Oscar,1
